,id,premise,hypothesis,lang_abv,language,label
12036,6fb9787361,"Since most plants need to install control equipment to meet these requirements, this approach is likely to lead to the installation of controls that become obsolete and block capital investments as additional requirements are enacted.","Most plants need to install control equipment to meet the requirements, but this is a long process to complete.",en,English,1
10070,48e0c903e9,Four countless minutes passed.,Four minutes that felt like infinity finally passed.,en,English,0
2840,d39df9dbfe,"The Administrative Law provides that a committee consisting of the Comptroller General, the Speaker of the House and the President Pro Tempore of the Senate, the Majority and Minority Leaders, and the Chairmen and Members of the Minority Ranking of the Governmental Affairs of the Senate and the Government Reform Committees of the Council. individual to the President for nomination.",The process is long and will be reformed in the coming years.,en,English,1
11814,759532b340,"Πρώτον, ένα κλισέ μπορεί να οριστεί ως μια φανταστική έκφραση που έχει χάσει την ελκυστικότητά της μέσω της επανάληψης.",Τα κλισέ είναι νόστιμα φαγητά.,el,Greek,2
4433,7b79e850ec,well what is it,don't tell me about it,en,English,2
9930,38a47907f3,"But they persevered, she said, firm and optimistic in their search, until they were finally allowed by a crowded restaurant to eat their dinner off the floor.",They sat at a table where they could eat.,en,English,2
7547,45507a00c9,من اللافت للنظر أن هذا الوضع الشاذ مستمر حتى في عدد قليل من المصادر الحديثة.,تم اقصاء الشذوذ منذ عدة قرون.,ar,Arabic,2
6059,93af188a86,"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves asking respondents directly about their WTP in hypothetical market situations.",Surveys can estimate WTP by questioning respondents.,en,English,0
970,5193261131,"Il leva la tête, surpris, puis la regarda d'un air sinistre.",Il gardait les yeux baissés en regardant le sol.,fr,French,2
4345,72b669830d,"But I'll take my seat somewhere nearby and drop a handkerchief or something on the way out of that building and you'll be gone!""",I'll watch and when it comes out I'll give you a sign.,en,English,0
8703,b6b08c235b,yeah um god I think it was only like three and a half pounds and for me that's big so I'm saying I like to go fishing because I've never caught a really big um because it's always you know on a lake and uh i know they have bigger fish than this but you know three and a half pounds and that was too big for me,It was only a few pounds.,en,English,0
8855,bc05d8490d,"Tiene tres templos para complementar a Meru, dedicados a Brahma, Shiva y Vishnu.",Todos los santuarios rinden culto a Mahoma.,es,Spanish,2
1240,4dc681bd62,oh it gets too high yeah i mean,"No, that's pretty low overall.",en,English,2
11672,128b72377c,"These foreigners can seek legal assistance at any time of the year, although limited English proficiency and unfamiliarity with rights and procedures can be barriers to seeking and obtaining representation.",These immigrants often need legal help.,en,English,0
3993,1ba6a4c660,"One of these walls, the Western Wall, is today an important reminder of the greatness of Jerusalem under Herod.",The Western Wall has always been a Heritage site.,en,English,1
3000,b709b65d17,"Set in the Maryland woods, the television show will consist of shaky footage of the contestants' slow descent into insanity as they are systematically pursued and disappeared/disqualified by Bob Barker.",The show will be set in the woods north of Boston.,en,English,2
9181,83a03e44af,"In various episodes he is a member of the Jury of the Damned along with Bluebeard and the Grim Reaper; he takes part in a snake truncheon (a scandal uncovered by a book by Bob Woodward); his enemy list is used for underhand purposes; even his dog, Checkers, is said to be destined for hell.",There are no episodes where he is a member of anything.,en,English,2
1768,0f69e3c7bd,"Gorges d'Apremont (gần thị trấn nhỏ Barbizon, nổi tiếng là nơi lui tới của các họa sĩ phong cảnh thế kỷ 19) vắng vẻ.",Chỉ có 10 người ở Gorges d'Apreamont.,vi,Vietnamese,1
5456,10127157bc,Daha sonra mahkemeler kurulmuş ve adalet burada tecelli etmiştir.,Dava oradaydı.,tr,Turkish,0
759,72d6f2f540,एह ठीक है तो आप महीने के अंत में भुगतान कर सकते हैं,मैं आपको सुझाव दूंगा कि आप इसे भूलने से पहले भुगतान करें।,hi,Hindi,1
8046,58995b3647,“不会是毕晓普本人，”沃尔夫斯通不是很肯定地说。,沃尔弗斯通提出了一个问题，表明了他对别人的自信。,zh,Chinese,0
2929,65f8a2b0d3,How effectively DOD manages these funds will determine whether it gets a good return on its investment.,These funds are for the purchase of five thousand tons of potatoes.,en,English,1
6587,b942132deb,"Only shoot those in front of us, John told Adriene.",Jon asked Adrin to only shoot those facing us.,en,English,0
5607,441aa84c59,Knowing this can help employees understand that some combination of revenue increases and benefit reductions will be needed to restore the plan's long-term viability.,"With this knowledge, the workers can understand that some increases in revenue and cuts in benefits are needed to restore solvency.",en,English,0
82,97ca4170dd,"Моят герой обаче е председателят на Overseas Investment Trust Ричард Хейзълтайн, който подаде оставка по-рано този месец след несъгласие с бизнес плана, наложен от неговите началници.",Хейзълтайн напусна работата си.,bg,Bulgarian,0
7447,a2b02a1cca,并且，呃，我当时的工作之一是训练个人如何将降落伞投到核武器引爆器上，呃，以引爆原子弹。,那原子弹没有触发器。,zh,Chinese,2
720,f0a866cb70,Η χρήση της τεχνολογίας μπορεί να μειώσει τον απαιτούμενο χρόνο για τους φροντιστές και το προσωπικό ώστε να παρέχουν προσωπικά υπηρεσίες προσυμπτωματικού ελέγχου και παρέμβασης και να στοχεύουν σε  ασθενείς που μπορούν να επωφεληθούν από τα σύντομα μηνύματα παρέμβασης.,Η τεχνολογία δεν βοηθά καθόλου τον έλεγχο.,el,Greek,2
4023,cb91254fc1,can i remember i've only been here eight years but i can remember i've been coming to work since i used to live in wylie and i can see downtown Dallas,Downtown Dallas is a short drive from where I live in Wylie.,en,English,0
2608,5826a8aa60,"Дори не бях щастлива, че той беше там този път, защото бях толкова стресирана.","Бях твърде притеснен, за да се радвам, че тя е там.",bg,Bulgarian,0
7815,9e6f7dddb3,"But, when I discovered that it was well known throughout the village that it was John who had been attracted by the farmer's beautiful wife, his silence took on a very different interpretation.",The farmer's wife was not attractive to John.,en,English,2
847,32328faa04,they are everywhere,They are only in one area.,en,English,2
10093,799ff46eed,And they put the trainers in there and you sign up for instruction and they just give you an arm strap and if you see a trainer not doing anything you just tap their shoulder and ask them questions and they'll show you things,"Instructors are tagged with armbands and whenever you want to learn anything, you just find one of them.",en,English,2
11567,9889e63f40,but uh that's been the major change we've noticed in gardening and that's about the extent of what we've been doing a bit on the patio and uh and waiting for the rain to calm down so we can we mowing after about a month where we were finally able to mow this weekend,We haven't done much gardening yet because of the rain.,en,English,0
3903,6152a5879a,We have taken several steps to empower and invest in our employees.,We believe in investing in our employees.,en,English,0
10366,f85e11df1b,"Nhưng nếu cô ấy bị xúc phạm bởi giọng nói và lời nói của anh ấy, cô ấy sẽ kìm nén sự không hài lòng của mình.",Anh cư xử tệ với cô.,vi,Vietnamese,1
3303,010c43f766,उन्होंने ही सबसे पहले इस कठिन भूमि से एक आधुनिक जीवन को बाहर निकालने का प्रयास किया।,मैदान सख्त था।,hi,Hindi,0
